family_id,feature_value_id
74ba5e25-afd5-490b-a3a8-2175020c4487,00b61c53-33a5-4255-8dde-286370dca68b
88ee8b83-a7fe-4c00-8f12-621b209012fd,00b61c53-33a5-4255-8dde-286370dca68b
95f835a3-03fe-40f1-a813-4fbfd2842845,00b61c53-33a5-4255-8dde-286370dca68b
ba89fcc3-bb1b-42af-a754-2d9f639e43ab,00b61c53-33a5-4255-8dde-286370dca68b
c59807ac-0362-4078-94b0-37ea3df6cdd0,00b61c53-33a5-4255-8dde-286370dca68b
c6b81db8-29ed-43d6-b14d-0fd913d7ce36,00b61c53-33a5-4255-8dde-286370dca68b
07bee010-39f3-4200-9250-c1524842e6a6,01075dfe-41ea-4699-bcff-f5de0763cff0
141f32d6-a5af-49bf-b019-fd28354977f1,01075dfe-41ea-4699-bcff-f5de0763cff0
1b93b30c-833f-45a8-ba69-c21d2e7f4824,01075dfe-41ea-4699-bcff-f5de0763cff0
3087da56-5a27-4e58-aea7-1555c640f232,01075dfe-41ea-4699-bcff-f5de0763cff0
35405a7d-7018-440b-9d16-76206ac3e224,01075dfe-41ea-4699-bcff-f5de0763cff0
39792668-5cfd-42c2-8872-ad776e9bad70,01075dfe-41ea-4699-bcff-f5de0763cff0
74ba5e25-afd5-490b-a3a8-2175020c4487,01075dfe-41ea-4699-bcff-f5de0763cff0
88ee8b83-a7fe-4c00-8f12-621b209012fd,01075dfe-41ea-4699-bcff-f5de0763cff0
95f835a3-03fe-40f1-a813-4fbfd2842845,01075dfe-41ea-4699-bcff-f5de0763cff0
ba89fcc3-bb1b-42af-a754-2d9f639e43ab,01075dfe-41ea-4699-bcff-f5de0763cff0
c59807ac-0362-4078-94b0-37ea3df6cdd0,01075dfe-41ea-4699-bcff-f5de0763cff0
c6b81db8-29ed-43d6-b14d-0fd913d7ce36,01075dfe-41ea-4699-bcff-f5de0763cff0
07bee010-39f3-4200-9250-c1524842e6a6,010c4e8a-da4c-412b-88b6-449fb60caf44
141f32d6-a5af-49bf-b019-fd28354977f1,010c4e8a-da4c-412b-88b6-449fb60caf44
1b93b30c-833f-45a8-ba69-c21d2e7f4824,010c4e8a-da4c-412b-88b6-449fb60caf44
3087da56-5a27-4e58-aea7-1555c640f232,010c4e8a-da4c-412b-88b6-449fb60caf44
35405a7d-7018-440b-9d16-76206ac3e224,010c4e8a-da4c-412b-88b6-449fb60caf44
39792668-5cfd-42c2-8872-ad776e9bad70,010c4e8a-da4c-412b-88b6-449fb60caf44
74ba5e25-afd5-490b-a3a8-2175020c4487,010c4e8a-da4c-412b-88b6-449fb60caf44
88ee8b83-a7fe-4c00-8f12-621b209012fd,010c4e8a-da4c-412b-88b6-449fb60caf44
95f835a3-03fe-40f1-a813-4fbfd2842845,010c4e8a-da4c-412b-88b6-449fb60caf44
ba89fcc3-bb1b-42af-a754-2d9f639e43ab,010c4e8a-da4c-412b-88b6-449fb60caf44
c59807ac-0362-4078-94b0-37ea3df6cdd0,010c4e8a-da4c-412b-88b6-449fb60caf44
c6b81db8-29ed-43d6-b14d-0fd913d7ce36,010c4e8a-da4c-412b-88b6-449fb60caf44
07bee010-39f3-4200-9250-c1524842e6a6,01361580-1c09-4836-b201-8208f9030d78
141f32d6-a5af-49bf-b019-fd28354977f1,01361580-1c09-4836-b201-8208f9030d78
1b93b30c-833f-45a8-ba69-c21d2e7f4824,01361580-1c09-4836-b201-8208f9030d78
1dc55e58-a5c3-462c-b73d-8dd480de90fc,01361580-1c09-4836-b201-8208f9030d78
3087da56-5a27-4e58-aea7-1555c640f232,01361580-1c09-4836-b201-8208f9030d78
35405a7d-7018-440b-9d16-76206ac3e224,01361580-1c09-4836-b201-8208f9030d78
39792668-5cfd-42c2-8872-ad776e9bad70,01361580-1c09-4836-b201-8208f9030d78
6598b655-3e19-448c-8b4f-ff6a29447b34,01361580-1c09-4836-b201-8208f9030d78
74ba5e25-afd5-490b-a3a8-2175020c4487,01361580-1c09-4836-b201-8208f9030d78
88ee8b83-a7fe-4c00-8f12-621b209012fd,01361580-1c09-4836-b201-8208f9030d78
95f835a3-03fe-40f1-a813-4fbfd2842845,01361580-1c09-4836-b201-8208f9030d78
9c5a3fee-dad0-444a-acb3-c059e2f3db20,01361580-1c09-4836-b201-8208f9030d78
ba89fcc3-bb1b-42af-a754-2d9f639e43ab,01361580-1c09-4836-b201-8208f9030d78
c59807ac-0362-4078-94b0-37ea3df6cdd0,01361580-1c09-4836-b201-8208f9030d78
c6b81db8-29ed-43d6-b14d-0fd913d7ce36,01361580-1c09-4836-b201-8208f9030d78
07bee010-39f3-4200-9250-c1524842e6a6,013d0fa7-e0a4-4533-b1f9-fd3d430e84e2
141f32d6-a5af-49bf-b019-fd28354977f1,013d0fa7-e0a4-4533-b1f9-fd3d430e84e2
1b93b30c-833f-45a8-ba69-c21d2e7f4824,013d0fa7-e0a4-4533-b1f9-fd3d430e84e2
3087da56-5a27-4e58-aea7-1555c640f232,013d0fa7-e0a4-4533-b1f9-fd3d430e84e2
35405a7d-7018-440b-9d16-76206ac3e224,013d0fa7-e0a4-4533-b1f9-fd3d430e84e2
39792668-5cfd-42c2-8872-ad776e9bad70,013d0fa7-e0a4-4533-b1f9-fd3d430e84e2
74ba5e25-afd5-490b-a3a8-2175020c4487,013d0fa7-e0a4-4533-b1f9-fd3d430e84e2
88ee8b83-a7fe-4c00-8f12-621b209012fd,013d0fa7-e0a4-4533-b1f9-fd3d430e84e2
95f835a3-03fe-40f1-a813-4fbfd2842845,013d0fa7-e0a4-4533-b1f9-fd3d430e84e2
ba89fcc3-bb1b-42af-a754-2d9f639e43ab,013d0fa7-e0a4-4533-b1f9-fd3d430e84e2
c59807ac-0362-4078-94b0-37ea3df6cdd0,013d0fa7-e0a4-4533-b1f9-fd3d430e84e2
c6b81db8-29ed-43d6-b14d-0fd913d7ce36,013d0fa7-e0a4-4533-b1f9-fd3d430e84e2
07bee010-39f3-4200-9250-c1524842e6a6,01486d5b-d881-4105-a5b2-84414a0f1146
141f32d6-a5af-49bf-b019-fd28354977f1,01486d5b-d881-4105-a5b2-84414a0f1146
1b93b30c-833f-45a8-ba69-c21d2e7f4824,01486d5b-d881-4105-a5b2-84414a0f1146
1dc55e58-a5c3-462c-b73d-8dd480de90fc,01486d5b-d881-4105-a5b2-84414a0f1146
2514d6c8-11e6-4692-87b4-dcc1cd18592c,01486d5b-d881-4105-a5b2-84414a0f1146
3087da56-5a27-4e58-aea7-1555c640f232,01486d5b-d881-4105-a5b2-84414a0f1146
35405a7d-7018-440b-9d16-76206ac3e224,01486d5b-d881-4105-a5b2-84414a0f1146
37958dd3-4743-4086-a6c3-f123ffd7caf0,01486d5b-d881-4105-a5b2-84414a0f1146
39792668-5cfd-42c2-8872-ad776e9bad70,01486d5b-d881-4105-a5b2-84414a0f1146
593df4d0-9847-4a84-bba7-3a7ca2d3dfc7,01486d5b-d881-4105-a5b2-84414a0f1146
6598b655-3e19-448c-8b4f-ff6a29447b34,01486d5b-d881-4105-a5b2-84414a0f1146
74ba5e25-afd5-490b-a3a8-2175020c4487,01486d5b-d881-4105-a5b2-84414a0f1146
882ecdf8-325d-4826-a066-1b263e438f09,01486d5b-d881-4105-a5b2-84414a0f1146
88ee8b83-a7fe-4c00-8f12-621b209012fd,01486d5b-d881-4105-a5b2-84414a0f1146
95f835a3-03fe-40f1-a813-4fbfd2842845,01486d5b-d881-4105-a5b2-84414a0f1146
9c5a3fee-dad0-444a-acb3-c059e2f3db20,01486d5b-d881-4105-a5b2-84414a0f1146
b263ba41-adab-4a83-a3e0-2766522f5aec,01486d5b-d881-4105-a5b2-84414a0f1146
ba89fcc3-bb1b-42af-a754-2d9f639e43ab,01486d5b-d881-4105-a5b2-84414a0f1146
c59807ac-0362-4078-94b0-37ea3df6cdd0,01486d5b-d881-4105-a5b2-84414a0f1146
c6b81db8-29ed-43d6-b14d-0fd913d7ce36,01486d5b-d881-4105-a5b2-84414a0f1146
c7f438ee-c96c-4e24-8991-bd4659c693b5,01486d5b-d881-4105-a5b2-84414a0f1146
e1646b68-8f10-4b63-87d5-30924341f8ba,01486d5b-d881-4105-a5b2-84414a0f1146
07bee010-39f3-4200-9250-c1524842e6a6,017baf4c-8409-41a3-aace-376e98e37ba4
141f32d6-a5af-49bf-b019-fd28354977f1,017baf4c-8409-41a3-aace-376e98e37ba4
1b93b30c-833f-45a8-ba69-c21d2e7f4824,017baf4c-8409-41a3-aace-376e98e37ba4
1dc55e58-a5c3-462c-b73d-8dd480de90fc,017baf4c-8409-41a3-aace-376e98e37ba4
2514d6c8-11e6-4692-87b4-dcc1cd18592c,017baf4c-8409-41a3-aace-376e98e37ba4
2c938aee-c124-459b-b7a0-ed99da7fbe6a,017baf4c-8409-41a3-aace-376e98e37ba4
3087da56-5a27-4e58-aea7-1555c640f232,017baf4c-8409-41a3-aace-376e98e37ba4
35405a7d-7018-440b-9d16-76206ac3e224,017baf4c-8409-41a3-aace-376e98e37ba4
37958dd3-4743-4086-a6c3-f123ffd7caf0,017baf4c-8409-41a3-aace-376e98e37ba4
39792668-5cfd-42c2-8872-ad776e9bad70,017baf4c-8409-41a3-aace-376e98e37ba4
55cc672b-3ad7-4844-acdc-270f65d0c62b,017baf4c-8409-41a3-aace-376e98e37ba4
57550a9f-cad3-4c38-99fe-6ed70fef0b01,017baf4c-8409-41a3-aace-376e98e37ba4
593df4d0-9847-4a84-bba7-3a7ca2d3dfc7,017baf4c-8409-41a3-aace-376e98e37ba4
5c38ce54-d239-44c4-8a9e-275feaa127f9,017baf4c-8409-41a3-aace-376e98e37ba4
6598b655-3e19-448c-8b4f-ff6a29447b34,017baf4c-8409-41a3-aace-376e98e37ba4
74ba5e25-afd5-490b-a3a8-2175020c4487,017baf4c-8409-41a3-aace-376e98e37ba4
882ecdf8-325d-4826-a066-1b263e438f09,017baf4c-8409-41a3-aace-376e98e37ba4
88ee8b83-a7fe-4c00-8f12-621b209012fd,017baf4c-8409-41a3-aace-376e98e37ba4
95f835a3-03fe-40f1-a813-4fbfd2842845,017baf4c-8409-41a3-aace-376e98e37ba4
9c5a3fee-dad0-444a-acb3-c059e2f3db20,017baf4c-8409-41a3-aace-376e98e37ba4
b263ba41-adab-4a83-a3e0-2766522f5aec,017baf4c-8409-41a3-aace-376e98e37ba4
ba89fcc3-bb1b-42af-a754-2d9f639e43ab,017baf4c-8409-41a3-aace-376e98e37ba4
c59807ac-0362-4078-94b0-37ea3df6cdd0,017baf4c-8409-41a3-aace-376e98e37ba4
c6b81db8-29ed-43d6-b14d-0fd913d7ce36,017baf4c-8409-41a3-aace-376e98e37ba4
c7f438ee-c96c-4e24-8991-bd4659c693b5,017baf4c-8409-41a3-aace-376e98e37ba4
d09ffc82-9fa1-44dc-a015-21ec043b6e94,017baf4c-8409-41a3-aace-376e98e37ba4
d7e7539a-0919-4be6-bbbb-61ef59ab188a,017baf4c-8409-41a3-aace-376e98e37ba4
e1646b68-8f10-4b63-87d5-30924341f8ba,017baf4c-8409-41a3-aace-376e98e37ba4
07bee010-39f3-4200-9250-c1524842e6a6,01a2beea-f527-4378-ab09-598001e13c4c
141f32d6-a5af-49bf-b019-fd28354977f1,01a2beea-f527-4378-ab09-598001e13c4c
1b93b30c-833f-45a8-ba69-c21d2e7f4824,01a2beea-f527-4378-ab09-598001e13c4c
3087da56-5a27-4e58-aea7-1555c640f232,01a2beea-f527-4378-ab09-598001e13c4c
35405a7d-7018-440b-9d16-76206ac3e224,01a2beea-f527-4378-ab09-598001e13c4c
39792668-5cfd-42c2-8872-ad776e9bad70,01a2beea-f527-4378-ab09-598001e13c4c
74ba5e25-afd5-490b-a3a8-2175020c4487,01a2beea-f527-4378-ab09-598001e13c4c
88ee8b83-a7fe-4c00-8f12-621b209012fd,01a2beea-f527-4378-ab09-598001e13c4c
95f835a3-03fe-40f1-a813-4fbfd2842845,01a2beea-f527-4378-ab09-598001e13c4c
ba89fcc3-bb1b-42af-a754-2d9f639e43ab,01a2beea-f527-4378-ab09-598001e13c4c
c59807ac-0362-4078-94b0-37ea3df6cdd0,01a2beea-f527-4378-ab09-598001e13c4c
c6b81db8-29ed-43d6-b14d-0fd913d7ce36,01a2beea-f527-4378-ab09-598001e13c4c
07bee010-39f3-4200-9250-c1524842e6a6,01dbc1b7-f898-43ec-af84-d21713887e83
141f32d6-a5af-49bf-b019-fd28354977f1,01dbc1b7-f898-43ec-af84-d21713887e83
1b93b30c-833f-45a8-ba69-c21d2e7f4824,01dbc1b7-f898-43ec-af84-d21713887e83
1dc55e58-a5c3-462c-b73d-8dd480de90fc,01dbc1b7-f898-43ec-af84-d21713887e83
3087da56-5a27-4e58-aea7-1555c640f232,01dbc1b7-f898-43ec-af84-d21713887e83
35405a7d-7018-440b-9d16-76206ac3e224,01dbc1b7-f898-43ec-af84-d21713887e83
39792668-5cfd-42c2-8872-ad776e9bad70,01dbc1b7-f898-43ec-af84-d21713887e83
6598b655-3e19-448c-8b4f-ff6a29447b34,01dbc1b7-f898-43ec-af84-d21713887e83
74ba5e25-afd5-490b-a3a8-2175020c4487,01dbc1b7-f898-43ec-af84-d21713887e83
88ee8b83-a7fe-4c00-8f12-621b209012fd,01dbc1b7-f898-43ec-af84-d21713887e83
95f835a3-03fe-40f1-a813-4fbfd2842845,01dbc1b7-f898-43ec-af84-d21713887e83
9c5a3fee-dad0-444a-acb3-c059e2f3db20,01dbc1b7-f898-43ec-af84-d21713887e83
ba89fcc3-bb1b-42af-a754-2d9f639e43ab,01dbc1b7-f898-43ec-af84-d21713887e83
c59807ac-0362-4078-94b0-37ea3df6cdd0,01dbc1b7-f898-43ec-af84-d21713887e83
c6b81db8-29ed-43d6-b14d-0fd913d7ce36,01dbc1b7-f898-43ec-af84-d21713887e83
07bee010-39f3-4200-9250-c1524842e6a6,02005d0c-ddd9-4a36-a3ea-425e81e44d0b
141f32d6-a5af-49bf-b019-fd28354977f1,02005d0c-ddd9-4a36-a3ea-425e81e44d0b
1b93b30c-833f-45a8-ba69-c21d2e7f4824,02005d0c-ddd9-4a36-a3ea-425e81e44d0b
1dc55e58-a5c3-462c-b73d-8dd480de90fc,02005d0c-ddd9-4a36-a3ea-425e81e44d0b
2514d6c8-11e6-4692-87b4-dcc1cd18592c,02005d0c-ddd9-4a36-a3ea-425e81e44d0b
3087da56-5a27-4e58-aea7-1555c640f232,02005d0c-ddd9-4a36-a3ea-425e81e44d0b
35405a7d-7018-440b-9d16-76206ac3e224,02005d0c-ddd9-4a36-a3ea-425e81e44d0b
37958dd3-4743-4086-a6c3-f123ffd7caf0,02005d0c-ddd9-4a36-a3ea-425e81e44d0b
39792668-5cfd-42c2-8872-ad776e9bad70,02005d0c-ddd9-4a36-a3ea-425e81e44d0b
593df4d0-9847-4a84-bba7-3a7ca2d3dfc7,02005d0c-ddd9-4a36-a3ea-425e81e44d0b
6598b655-3e19-448c-8b4f-ff6a29447b34,02005d0c-ddd9-4a36-a3ea-425e81e44d0b
74ba5e25-afd5-490b-a3a8-2175020c4487,02005d0c-ddd9-4a36-a3ea-425e81e44d0b
882ecdf8-325d-4826-a066-1b263e438f09,02005d0c-ddd9-4a36-a3ea-425e81e44d0b
88ee8b83-a7fe-4c00-8f12-621b209012fd,02005d0c-ddd9-4a36-a3ea-425e81e44d0b
95f835a3-03fe-40f1-a813-4fbfd2842845,02005d0c-ddd9-4a36-a3ea-425e81e44d0b
9c5a3fee-dad0-444a-acb3-c059e2f3db20,02005d0c-ddd9-4a36-a3ea-425e81e44d0b
b263ba41-adab-4a83-a3e0-2766522f5aec,02005d0c-ddd9-4a36-a3ea-425e81e44d0b
ba89fcc3-bb1b-42af-a754-2d9f639e43ab,02005d0c-ddd9-4a36-a3ea-425e81e44d0b
c59807ac-0362-4078-94b0-37ea3df6cdd0,02005d0c-ddd9-4a36-a3ea-425e81e44d0b
c6b81db8-29ed-43d6-b14d-0fd913d7ce36,02005d0c-ddd9-4a36-a3ea-425e81e44d0b
c7f438ee-c96c-4e24-8991-bd4659c693b5,02005d0c-ddd9-4a36-a3ea-425e81e44d0b
e1646b68-8f10-4b63-87d5-30924341f8ba,02005d0c-ddd9-4a36-a3ea-425e81e44d0b
07bee010-39f3-4200-9250-c1524842e6a6,02065fa9-3450-4fbd-9443-9563e554221e
141f32d6-a5af-49bf-b019-fd28354977f1,02065fa9-3450-4fbd-9443-9563e554221e
1b93b30c-833f-45a8-ba69-c21d2e7f4824,02065fa9-3450-4fbd-9443-9563e554221e
3087da56-5a27-4e58-aea7-1555c640f232,02065fa9-3450-4fbd-9443-9563e554221e
35405a7d-7018-440b-9d16-76206ac3e224,02065fa9-3450-4fbd-9443-9563e554221e
39792668-5cfd-42c2-8872-ad776e9bad70,02065fa9-3450-4fbd-9443-9563e554221e
74ba5e25-afd5-490b-a3a8-2175020c4487,02065fa9-3450-4fbd-9443-9563e554221e
88ee8b83-a7fe-4c00-8f12-621b209012fd,02065fa9-3450-4fbd-9443-9563e554221e
95f835a3-03fe-40f1-a813-4fbfd2842845,02065fa9-3450-4fbd-9443-9563e554221e
ba89fcc3-bb1b-42af-a754-2d9f639e43ab,02065fa9-3450-4fbd-9443-9563e554221e
c59807ac-0362-4078-94b0-37ea3df6cdd0,02065fa9-3450-4fbd-9443-9563e554221e
c6b81db8-29ed-43d6-b14d-0fd913d7ce36,02065fa9-3450-4fbd-9443-9563e554221e
07bee010-39f3-4200-9250-c1524842e6a6,021536a8-d468-4ea5-8dc7-7a65c3450c00
141f32d6-a5af-49bf-b019-fd28354977f1,021536a8-d468-4ea5-8dc7-7a65c3450c00
1b93b30c-833f-45a8-ba69-c21d2e7f4824,021536a8-d468-4ea5-8dc7-7a65c3450c00
1dc55e58-a5c3-462c-b73d-8dd480de90fc,021536a8-d468-4ea5-8dc7-7a65c3450c00
2514d6c8-11e6-4692-87b4-dcc1cd18592c,021536a8-d468-4ea5-8dc7-7a65c3450c00
3087da56-5a27-4e58-aea7-1555c640f232,021536a8-d468-4ea5-8dc7-7a65c3450c00
35405a7d-7018-440b-9d16-76206ac3e224,021536a8-d468-4ea5-8dc7-7a65c3450c00
37958dd3-4743-4086-a6c3-f123ffd7caf0,021536a8-d468-4ea5-8dc7-7a65c3450c00
39792668-5cfd-42c2-8872-ad776e9bad70,021536a8-d468-4ea5-8dc7-7a65c3450c00
593df4d0-9847-4a84-bba7-3a7ca2d3dfc7,021536a8-d468-4ea5-8dc7-7a65c3450c00
6598b655-3e19-448c-8b4f-ff6a29447b34,021536a8-d468-4ea5-8dc7-7a65c3450c00
74ba5e25-afd5-490b-a3a8-2175020c4487,021536a8-d468-4ea5-8dc7-7a65c3450c00
882ecdf8-325d-4826-a066-1b263e438f09,021536a8-d468-4ea5-8dc7-7a65c3450c00
88ee8b83-a7fe-4c00-8f12-621b209012fd,021536a8-d468-4ea5-8dc7-7a65c3450c00
95f835a3-03fe-40f1-a813-4fbfd2842845,021536a8-d468-4ea5-8dc7-7a65c3450c00
9c5a3fee-dad0-444a-acb3-c059e2f3db20,021536a8-d468-4ea5-8dc7-7a65c3450c00
b263ba41-adab-4a83-a3e0-2766522f5aec,021536a8-d468-4ea5-8dc7-7a65c3450c00
ba89fcc3-bb1b-42af-a754-2d9f639e43ab,021536a8-d468-4ea5-8dc7-7a65c3450c00
c59807ac-0362-4078-94b0-37ea3df6cdd0,021536a8-d468-4ea5-8dc7-7a65c3450c00
c6b81db8-29ed-43d6-b14d-0fd913d7ce36,021536a8-d468-4ea5-8dc7-7a65c3450c00
c7f438ee-c96c-4e24-8991-bd4659c693b5,021536a8-d468-4ea5-8dc7-7a65c3450c00
e1646b68-8f10-4b63-87d5-30924341f8ba,021536a8-d468-4ea5-8dc7-7a65c3450c00
07bee010-39f3-4200-9250-c1524842e6a6,02257903-92fa-4ef4-8ba7-12758b989472
141f32d6-a5af-49bf-b019-fd28354977f1,02257903-92fa-4ef4-8ba7-12758b989472
1b93b30c-833f-45a8-ba69-c21d2e7f4824,02257903-92fa-4ef4-8ba7-12758b989472
1dc55e58-a5c3-462c-b73d-8dd480de90fc,02257903-92fa-4ef4-8ba7-12758b989472
2514d6c8-11e6-4692-87b4-dcc1cd18592c,02257903-92fa-4ef4-8ba7-12758b989472
2c938aee-c124-459b-b7a0-ed99da7fbe6a,02257903-92fa-4ef4-8ba7-12758b989472
3087da56-5a27-4e58-aea7-1555c640f232,02257903-92fa-4ef4-8ba7-12758b989472
35405a7d-7018-440b-9d16-76206ac3e224,02257903-92fa-4ef4-8ba7-12758b989472
37958dd3-4743-4086-a6c3-f123ffd7caf0,02257903-92fa-4ef4-8ba7-12758b989472
39792668-5cfd-42c2-8872-ad776e9bad70,02257903-92fa-4ef4-8ba7-12758b989472
55cc672b-3ad7-4844-acdc-270f65d0c62b,02257903-92fa-4ef4-8ba7-12758b989472
57550a9f-cad3-4c38-99fe-6ed70fef0b01,02257903-92fa-4ef4-8ba7-12758b989472
593df4d0-9847-4a84-bba7-3a7ca2d3dfc7,02257903-92fa-4ef4-8ba7-12758b989472
5c38ce54-d239-44c4-8a9e-275feaa127f9,02257903-92fa-4ef4-8ba7-12758b989472
