user_id;user_market;frequency;newsletter_subscribed;dress_leisure;dress_work;fit_top;fit_bottom;body_shape;eyes;hair;size_top;size_bottom;size_footwear;size_bra;size_cup;height;weight;adventurous;prices;job;date_birth;age;is_mother;style_1;style_2
c85d045cc78d4562a1344f617c468bcb;IT;on-demand;0;classic;street;straight;straight;oval;green;blonde;XL;XL;40.0;100.0;;180.0;80.0;3.0;30-60;other;1967-04-04;57.0;True;casual;classic
10263fecb7aa40d3a27b5723b7dc1dc9;FR;on-demand;0;casual;classic;fitted;fitted;hourglass;hazel;chocolate-brown;M;L;39.0;90.0;E;167.0;79.0;4.0;60-100;administration;1973-05-02;51.0;False;classic;
f7063d8c53c848d3835e1550d5181223;DE;on-demand;1;street;casual;fitted;loose;hourglass;green;chestnut-brown;M;L;41.0;100.0;C;183.0;88.0;3.0;60-100;health;1987-05-16;37.0;False;evening;casual
fb70a1c7ebe747048b9001e7f57de19d;FR;monthly;0;classic;classic;straight;straight;oval;hazel;blonde;3XL;3XL;39.0;105.0;D;160.0;83.0;4.0;100+;executive;1962-07-06;62.0;True;minimalist;classic
c3a671c462dc4c669027b9ad0a831788;DE;on-demand;0;classic;casual;loose;straight;rectangle;blue;chestnut-brown;XXL;XXL;41.0;110.0;C;169.0;80.0;3.0;30-60;health;1965-08-25;58.0;True;classic;boho
7442a1244e2e4761aba601ca242780aa;ES;bimonthly;0;classic;classic;loose;fitted;diamond;dark-brown;black;XL;XXL;40.0;100.0;C;164.0;72.0;4.0;60-100;public-sector;1960-11-06;63.0;True;casual;minimalist
2ac7e1da60994795a8486261790b2f7c;ES;quarterly;1;street;classic;straight;loose;oval;amber;chestnut-brown;XXL;XXL;41.0;100.0;F;175.0;94.0;3.0;30-60;other;1978-09-27;45.0;True;street;casual
95365d68577a496ebef077e0597ee18b;FR;on-demand;1;street;street;fitted;straight;hourglass;dark-brown;black;S;S;36.0;90.0;A;153.0;48.0;2.0;30-60;industry;1985-09-11;38.0;True;minimalist;street
76e99afdd57944c98777b54b2790ae2c;FR;bimonthly;0;femenine;classic;loose;loose;diamond;blue;blonde;3XL;3XL;38.0;105.0;E;163.0;104.0;5.0;60-100;health;1971-12-29;52.0;;street;evening
d8fba355f46841018cdead2e2791eef8;IT;on-demand;0;street;casual;straight;fitted;oval;green;chocolate-brown;XL;XL;36.0;115.0;C;160.0;70.0;3.0;30-60;other;1975-02-15;49.0;False;street;evening
879951fff4f941a89c63373ac55ef186;FR;on-demand;0;casual;classic;loose;straight;oval;green;chestnut-brown;XL;XL;37.0;100.0;C;167.0;85.0;3.0;30-60;administration;1980-08-21;44.0;True;classic;casual
6a94427d2f844a0f87154f271fb661b4;FR;on-demand;0;casual;street;loose;straight;rectangle;green;chocolate-brown;XL;XL;40.0;95.0;C;171.0;86.0;2.0;30-60;education;1986-10-27;37.0;True;boho;casual
83d9fca716c44a33acd51e6699f9823c;FR;bimonthly;0;street;street;fitted;straight;rectangle;green;blonde;S;S;38.0;85.0;A;157.0;52.0;5.0;60-100;other;1982-05-09;42.0;True;street;casual
84eb1e73c7f348a0bbc9a6e0708963bb;DE;on-demand;0;femenine;femenine;loose;fitted;rectangle;amber;chocolate-brown;L;L;40.0;100.0;D;168.0;75.0;4.0;30-60;health;1981-12-18;42.0;True;evening;minimalist
0b9ab36679d64edbb7d6a830d103b91f;FR;on-demand;0;casual;street;straight;straight;triangle;dark-brown;black;XXL;XXL;38.0;105.0;F;168.0;84.0;2.0;30-60;education;1982-10-12;41.0;True;casual;minimalist
d30aad4b45034e228bc4621b94398520;FR;monthly;0;street;casual;loose;loose;hourglass;green;black;M;M;38.0;90.0;E;160.0;58.0;2.0;30-60;executive;1982-08-16;42.0;True;street;
37106d208ead41c89348486129fc1d9d;DE;on-demand;0;street;casual;straight;loose;oval;grey;blonde;XXL;3XL;41.0;110.0;C;177.0;95.0;2.0;60-100;education;1966-02-06;58.0;True;street;classic
33354fc7eefa4f23a7cda6c23fc86ee6;FR;bimonthly;0;casual;street;straight;straight;oval;dark-brown;chestnut-brown;3XL;XXL;39.0;100.0;D;162.0;80.0;5.0;60-100;health;1969-06-02;55.0;True;casual;street
7f1ff9fe966844aa938411eb0dde6d08;DE;on-demand;0;street;casual;fitted;fitted;hourglass;hazel;blonde;XS;XS;37.0;85.0;C;165.0;60.0;1.0;60-100;executive;1983-07-28;41.0;True;street;minimalist
4669165f4bb14d02b01861c0d092e07f;FR;monthly;0;classic;casual;fitted;fitted;oval;dark-brown;black;L;XL;38.0;110.0;E;170.0;87.0;3.0;30-60;administration;1978-10-27;45.0;True;street;casual
121213ca821247c6b1048aa604f0d0f2;FR;monthly;0;street;casual;straight;straight;oval;blue;chestnut-brown;3XL;4XL;40.0;100.0;C;170.0;86.0;3.0;30-60;homemaker;1962-03-19;62.0;;classic;minimalist
458c3cdb2d664a7b8a4adb41ce779a93;IT;on-demand;0;street;casual;fitted;fitted;triangle;blue;chocolate-brown;M;M;38.0;90.0;C;168.0;55.0;4.0;30-60;fashion;1984-11-08;39.0;False;street;casual
443658625af043e099a54a0d7b25331f;FR;bimonthly;0;street;casual;straight;straight;oval;dark-brown;red;4XL;4XL;40.0;110.0;F;165.0;100.0;3.0;60-100;education;1976-02-14;48.0;True;street;boho
118dc10e774540d7a98d7c358a84c15c;UK;bimonthly;0;casual;femenine;fitted;loose;rectangle;blue;blonde;L;L;40.0;90.0;C;170.18;68.1;5.0;30-60;administration;1974-05-21;50.0;True;boho;street
aa58695187b84518a065e3eb74113cb0;FR;bimonthly;0;street;street;fitted;straight;rectangle;hazel;chestnut-brown;XL;XL;41.0;100.0;D;175.0;76.0;5.0;30-60;administration;1977-10-29;46.0;True;street;casual
2b833e28e1ae4a00984c6df8d13d74f3;FR;on-demand;0;street;street;straight;fitted;diamond;blue;black;XL;XL;40.0;100.0;C;163.0;73.0;3.0;30-60;education;1972-03-17;52.0;True;minimalist;street
4d6bfd8fa5064fc59025dbe58e725d57;DE;on-demand;1;classic;casual;straight;fitted;hourglass;grey;blonde;XL;XL;39.0;95.0;C;170.0;80.0;3.0;60-100;executive;1974-02-08;50.0;True;street;classic
a99226f446db4bc4aa8f69260a228ba8;FR;on-demand;0;femenine;classic;loose;straight;triangle;green;blonde;L;XL;39.0;100.0;C;171.0;80.0;3.0;30-60;health;1974-11-26;49.0;True;street;boho
dec4ac4678884a7aaed66a5ac86b7f7f;ES;on-demand;0;street;street;straight;fitted;rectangle;dark-brown;red;L;M;39.0;95.0;C;170.0;62.0;2.0;30-60;education;1965-05-20;59.0;True;minimalist;evening
b5c36ec124ce41e19560eaba017ad051;FR;on-demand;0;street;femenine;fitted;loose;oval;hazel;chocolate-brown;L;XL;39.0;100.0;E;168.0;72.0;4.0;60-100;executive;1990-03-04;34.0;False;boho;street
58a295d4eff34b6186f1e77124ed49b1;FR;on-demand;0;street;casual;loose;fitted;triangle;hazel;chocolate-brown;XS;S;36.0;85.0;A;158.0;48.0;5.0;30-60;executive;1981-10-21;42.0;True;street;
c102e9003fef47e3b13f93483af3f62d;FR;on-demand;1;casual;classic;loose;straight;oval;green;black;4XL;3XL;41.0;;;163.0;97.0;2.0;30-60;homemaker;1974-08-28;49.0;True;minimalist;boho
3c851f9b70b5438691109dc05cf8c66c;DE;monthly;0;classic;femenine;straight;loose;hourglass;green;chestnut-brown;3XL;3XL;42.0;110.0;C;168.0;110.0;3.0;60-100;executive;1986-02-27;38.0;True;boho;
e1d6805d58a649bbb45fcbeb84b83b91;FR;monthly;0;femenine;femenine;straight;fitted;oval;green;black;XL;L;37.0;100.0;E;162.0;73.0;2.0;30-60;administration;1971-04-26;53.0;False;minimalist;evening
faa0df51251647e786311dc98fb72d4c;ES;on-demand;0;casual;classic;fitted;fitted;diamond;green;chestnut-brown;M;L;38.0;85.0;C;159.0;63.5;1.0;30-60;administration;1973-03-26;51.0;True;street;boho
8a67f88d7d0d403b9802225d4d274cd8;ES;monthly;0;casual;casual;fitted;straight;hourglass;green;chocolate-brown;S;L;;90.0;;162.0;55.0;3.0;30-60;health;1975-09-19;48.0;;minimalist;street
007942c9adf94a6fa9c561ef9e3c7d6e;FR;on-demand;0;street;casual;loose;fitted;oval;blue;blonde;S;S;36.0;;;156.0;58.0;3.0;30-60;health;1977-01-31;47.0;True;casual;
337a41a337c64f41bb9969ac64e1857b;FR;monthly;0;femenine;classic;loose;loose;hourglass;hazel;chestnut-brown;XL;XL;38.0;90.0;D;170.0;75.0;3.0;100+;other;1978-02-26;46.0;True;street;
707266a4cabf437790e0c2ae2ae1d429;FR;on-demand;0;street;casual;straight;straight;hourglass;dark-brown;chocolate-brown;XL;XL;40.0;100.0;C;170.0;79.0;5.0;60-100;fashion;1981-04-10;43.0;True;street;evening
ada5a6ebb96f4a6a97b5ac4936497740;DE;monthly;0;classic;casual;straight;loose;oval;green;chestnut-brown;4XL;4XL;38.0;105.0;C;162.0;96.0;1.0;100+;executive;1972-05-06;52.0;False;casual;evening
ebc8a6cf256b447485bcae138f78d6aa;FR;on-demand;0;femenine;casual;fitted;fitted;rectangle;blue;blonde;M;M;41.0;90.0;B;170.0;56.0;4.0;60-100;other;1972-04-18;52.0;True;street;boho
c7b68cc2eab84eb79e391095445bde33;ES;bimonthly;0;casual;classic;loose;fitted;rectangle;dark-brown;blonde;L;L;37.0;95.0;C;160.0;70.0;3.0;30-60;administration;1984-06-09;40.0;True;minimalist;
d7c6efdb394044f2a42121a230f99483;DE;on-demand;1;femenine;street;loose;straight;hourglass;blue;chestnut-brown;L;L;39.0;95.0;D;164.0;75.0;3.0;60-100;health;1980-06-18;44.0;True;evening;
2230b2b599e04e8695faa27bcd1c6d88;UK;quarterly;1;street;casual;straight;loose;oval;blue;red;XL;XXL;37.0;;;160.02;64.86;4.0;30-60;homemaker;1976-11-18;47.0;True;casual;street
ecfc4be9230f45cb870ca2d52d540f03;FR;bimonthly;0;street;classic;loose;straight;oval;dark-brown;chestnut-brown;3XL;4XL;40.0;;;165.0;100.0;5.0;30-60;public-sector;1973-01-10;51.0;True;street;
e0916cdf04854e68843f08688da90679;FR;quarterly;0;casual;street;loose;fitted;triangle;blue;blonde;XXL;XXL;40.0;90.0;B;180.0;77.0;3.0;60-100;other;1980-01-10;44.0;False;boho;casual
50c2b6f3df334dbf875db4cd78d518ff;FR;on-demand;0;street;casual;loose;fitted;oval;dark-brown;black;3XL;XXL;38.0;;;165.0;85.0;2.0;60-100;fashion;1986-07-03;38.0;True;street;
f99d5291d49c4356a12b7c40d0d862ba;DE;on-demand;0;casual;casual;loose;loose;oval;dark-brown;red;XXL;XXL;42.0;105.0;D;178.0;94.0;2.0;30-60;administration;1963-05-15;61.0;True;classic;casual
be25f2ccdc1d45d7ae534c59f3035664;UK;monthly;0;classic;femenine;fitted;straight;triangle;dark-brown;black;XS;S;40.0;90.0;B;160.02;56.75;3.0;30-60;executive;1990-10-01;33.0;False;casual;minimalist
27fad683d35743c184432ae1111adeff;FR;on-demand;0;femenine;casual;straight;straight;oval;hazel;blonde;L;XL;38.0;;;163.0;74.0;4.0;30-60;public-sector;1959-08-30;64.0;True;street;boho
fbd67b31d72944609911b0dc27a40502;FR;on-demand;1;street;street;fitted;loose;oval;green;grey-platinum;L;L;37.0;95.0;D;162.0;66.0;2.0;60-100;other;1967-05-17;57.0;False;boho;casual
e50008d80c384144b6d288d4652ea613;FR;on-demand;0;street;casual;fitted;fitted;rectangle;blue;chestnut-brown;L;L;42.0;;;176.0;74.0;5.0;30-60;administration;1980-10-02;43.0;True;street;evening
b33bfa31b3e144eb9bb039fa5868c99b;FR;on-demand;0;femenine;casual;fitted;fitted;hourglass;grey;black;XL;XL;38.0;100.0;D;170.0;83.0;3.0;30-60;fashion;1982-10-25;41.0;False;evening;street
c9782a58cb2647a592d037e4b85a4eab;FR;on-demand;0;street;casual;fitted;fitted;triangle;dark-brown;chestnut-brown;S;M;38.0;85.0;B;158.0;51.0;5.0;100+;administration;1963-05-29;61.0;True;street;evening
d72f9ecdd45441e89a644d9287a0eabf;FR;on-demand;1;street;casual;straight;straight;rectangle;green;red;L;L;37.0;95.0;D;162.0;64.0;3.0;30-60;other;1985-12-17;38.0;True;evening;street
14180ee8121e4cc4b87ec0d17259023b;DE;bimonthly;0;casual;femenine;straight;straight;oval;dark-brown;chocolate-brown;XL;XXL;40.0;105.0;B;172.0;87.0;5.0;60-100;health;1969-02-20;55.0;True;casual;boho
949606b3283c4412b6a11b92cf58440c;FR;on-demand;0;classic;casual;straight;loose;rectangle;green;blonde;XXL;XXL;42.0;100.0;C;179.01;95.095;4.0;100+;executive;1972-10-12;51.0;True;evening;minimalist
f0689ae11e954a7d84e145896fa19d46;ES;on-demand;1;casual;classic;fitted;straight;triangle;dark-brown;chocolate-brown;S;M;36.0;85.0;B;157.0;53.0;1.0;100+;executive;1978-10-02;45.0;True;classic;street
d11776a4d15743e0a07741867c362491;IT;on-demand;0;casual;street;straight;loose;oval;hazel;blonde;M;L;38.0;90.0;;170.0;59.0;3.0;30-60;other;1981-06-02;43.0;True;street;casual
31007342a41b457a8166c3fba8094805;UK;on-demand;0;classic;classic;fitted;fitted;rectangle;blue;blonde;XL;L;37.0;95.0;DD;154.94;63.56;1.0;30-60;executive;1973-04-01;51.0;True;casual;classic
f8d07ea044f245a4b1689e5fe87212b0;UK;on-demand;0;street;femenine;loose;fitted;oval;hazel;chestnut-brown;XL;L;37.0;100.0;D;160.02;76.27;4.0;30-60;health;1979-11-18;44.0;True;evening;street
9538f786a6034277aa205cc7f16b57f4;FR;on-demand;0;street;casual;straight;straight;hourglass;hazel;red;XS;XS;37.0;85.0;B;158.0;46.0;3.0;60-100;health;1975-01-07;49.0;True;street;evening
b84ea1bec7c74f309380a865c58d2df6;FR;on-demand;1;casual;street;loose;straight;hourglass;hazel;chocolate-brown;L;XL;40.0;100.0;C;165.0;84.0;3.0;60-100;health;1989-07-30;35.0;True;casual;evening
963c4eb5c1cd45aebfd2e6d184becd5e;FR;monthly;0;classic;classic;loose;straight;oval;green;chestnut-brown;XL;M;36.0;95.0;B;148.0;57.0;3.0;60-100;health;1971-07-15;53.0;True;boho;minimalist
54e70bde6bf54ebdbf2daef26c1f1ba6;IT;quarterly;0;casual;street;loose;loose;hourglass;dark-brown;black;4XL;4XL;39.0;110.0;E;170.0;103.0;1.0;100+;homemaker;1977-09-08;46.0;True;classic;minimalist
6a13323302d5457483642d83aeb83ff5;FR;on-demand;0;casual;classic;loose;straight;oval;amber;chestnut-brown;M;L;36.0;;;154.0;67.0;2.0;60-100;administration;1985-07-30;39.0;True;classic;minimalist
3408d67f95a240e3b3d9ff9f2cb87a7a;FR;on-demand;1;street;casual;loose;loose;triangle;dark-brown;chestnut-brown;XXL;XXL;42.0;95.0;C;180.0;80.0;4.0;30-60;public-sector;1991-09-03;32.0;True;street;minimalist
5a3c8204d01747788f7087574d4142f8;FR;bimonthly;0;femenine;classic;straight;fitted;diamond;amber;chestnut-brown;M;L;39.0;90.0;B;167.0;70.0;1.0;30-60;administration;1986-07-18;38.0;True;evening;classic
f8c1c3a535054031930c999ebc9a0005;ES;quarterly;0;classic;classic;straight;fitted;rectangle;hazel;blonde;L;M;40.0;95.0;B;171.0;63.0;5.0;60-100;public-sector;1966-04-05;58.0;True;minimalist;street
3480251adbd24b62ae57a9865c7b2cec;FR;on-demand;0;casual;femenine;straight;fitted;diamond;green;blonde;M;M;38.0;90.0;B;163.0;56.0;4.0;30-60;executive;1963-01-30;61.0;True;boho;minimalist
0c4e7af8218440eaa383bc6655712a55;UK;on-demand;0;casual;street;fitted;straight;oval;green;blonde;XL;XL;38.0;95.0;F;157.48;76.27;3.0;60-100;other;1966-01-21;58.0;True;evening;classic
cc2c6076d18b4894bc7ff71f8021ef32;FR;on-demand;0;street;classic;loose;straight;triangle;hazel;chestnut-brown;L;XL;41.0;;;172.0;75.0;3.0;30-60;education;1984-06-18;40.0;;boho;casual
caf4a2a11671458394621dc481b81040;UK;on-demand;0;street;femenine;straight;straight;hourglass;green;grey-platinum;XL;XL;40.0;90.0;FF;177.8;72.64;4.0;100+;health;1973-12-21;50.0;True;minimalist;evening
ab11c60e006f4424abc835ab5345e427;DE;quarterly;0;femenine;femenine;fitted;loose;hourglass;dark-brown;chestnut-brown;M;XL;41.0;100.0;B;171.0;73.0;5.0;100+;executive;1985-03-16;39.0;True;evening;minimalist
47b133eef5c44d3eaa4bf216dfd13150;FR;on-demand;1;casual;street;loose;fitted;rectangle;hazel;chestnut-brown;XL;L;41.0;95.0;B;173.0;65.0;3.0;60-100;administration;1972-05-19;52.0;True;evening;street
6bd20911b3d14022a3c1bbce83d9479c;DE;on-demand;0;classic;classic;loose;loose;diamond;dark-brown;grey-platinum;3XL;XXL;42.0;110.0;C;168.0;91.0;2.0;60-100;;1953-02-20;71.0;True;casual;boho
78f190db8c8d4630b36d31e8c5f8a3f2;FR;on-demand;0;casual;casual;straight;loose;diamond;dark-brown;chestnut-brown;M;L;39.0;95.0;B;178.0;77.0;4.0;60-100;other;1976-11-21;47.0;True;minimalist;casual
64357c976eca4ba08a37a0db378f8529;FR;monthly;0;femenine;street;straight;straight;oval;hazel;chestnut-brown;XXL;XL;40.0;;;160.0;74.0;2.0;30-60;health;1980-05-09;44.0;True;classic;evening
251a0926ece34d77aa42ab569fdf9fe2;DE;on-demand;0;casual;street;straight;loose;triangle;green;chestnut-brown;M;L;37.0;95.0;A;156.0;67.0;3.0;60-100;education;1981-08-07;43.0;True;casual;classic
f312c9346d22469db0575eb712b01ad0;DE;on-demand;0;femenine;femenine;straight;fitted;triangle;green;blonde;XL;3XL;42.0;100.0;C;172.0;90.0;4.0;60-100;executive;1985-08-19;39.0;True;minimalist;classic
166e4be7a36643638f923425acb8f4af;IT;quarterly;0;casual;street;loose;straight;oval;dark-brown;chestnut-brown;3XL;XXL;40.0;110.0;C;165.0;85.0;2.0;30-60;health;1980-12-04;43.0;;boho;
ff977125b30b4b98b0604517eecda947;FR;on-demand;0;casual;casual;straight;straight;rectangle;hazel;chestnut-brown;3XL;3XL;42.0;105.0;D;176.0;98.0;4.0;60-100;homemaker;1960-03-10;64.0;True;street;evening
b6bb83ff11db4f308bcae492d7a384ea;FR;on-demand;1;street;street;straight;fitted;oval;hazel;chestnut-brown;L;L;37.0;95.0;B;163.0;62.0;4.0;30-60;public-sector;1973-10-08;50.0;True;street;classic
ea60312b25f547a08ac74fe0c2064f3e;ES;on-demand;1;street;street;loose;fitted;oval;dark-brown;black;4XL;XXL;36.0;115.0;D;160.0;80.0;4.0;60-100;other;1977-02-06;47.0;False;street;minimalist
382a0c2d09ba439a8dabc3ea49400b81;FR;on-demand;0;casual;casual;loose;straight;oval;blue;chestnut-brown;L;L;37.0;90.0;C;159.0;73.0;3.0;60-100;public-sector;1963-05-08;61.0;;minimalist;classic
db44062d41e64c0995c13a7910f44ac0;DE;on-demand;1;street;casual;fitted;fitted;hourglass;green;chestnut-brown;XS;M;37.0;85.0;E;163.0;62.0;4.0;60-100;health;1979-09-07;44.0;False;street;casual
31d17176658a425d99ee50c433af81d9;FR;quarterly;0;casual;street;loose;loose;rectangle;hazel;black;L;L;40.0;90.0;C;168.0;78.0;2.0;30-60;other;1978-04-05;46.0;True;minimalist;street
75a66c1ae32946b4a2ee229ab471b2e6;FR;bimonthly;0;femenine;femenine;fitted;fitted;triangle;green;chestnut-brown;S;M;36.0;85.0;B;162.0;55.0;3.0;30-60;public-sector;1980-05-25;44.0;False;boho;evening
75f93a5ff1ee4dee8e3d69675125ff0f;UK;bimonthly;0;casual;femenine;straight;straight;rectangle;green;chocolate-brown;L;M;37.0;100.0;C;154.94;64.47;4.0;60-100;technology;1965-07-31;59.0;True;minimalist;evening
efb725cd619644f3acb9cf9fd2a570de;FR;bimonthly;0;casual;classic;fitted;fitted;oval;dark-brown;chestnut-brown;3XL;3XL;38.0;100.0;E;176.0;95.0;4.0;30-60;agriculture;1976-02-05;48.0;True;minimalist;classic
e80dcc197fe44416a72ef8a588ca8e3c;IT;bimonthly;0;classic;classic;fitted;straight;inverted-triangle;dark-brown;chocolate-brown;L;M;39.0;95.0;E;175.0;65.0;5.0;60-100;fashion;1967-02-14;57.0;True;casual;boho
db3883e0926d4ad2b3cb068df8307efc;BELUX;bimonthly;0;casual;street;loose;fitted;oval;dark-brown;chestnut-brown;XL;XL;40.0;95.0;B;172.0;76.0;3.0;30-60;administration;1972-10-10;51.0;True;boho;minimalist
2d90a7a069a14dbbb52edb191c8cc6bb;FR;quarterly;0;casual;femenine;loose;fitted;diamond;green;blonde;XL;XL;38.0;95.0;C;170.0;78.0;3.0;60-100;executive;1973-04-06;51.0;True;casual;evening
644219486e6a43ac8ac72a243599ed8c;FR;on-demand;0;street;street;straight;loose;rectangle;blue;chestnut-brown;L;XL;39.0;100.0;D;167.0;71.0;3.0;30-60;education;1974-09-24;49.0;False;street;classic
