product_variant_id,season,family,brand,model,color,size,adventurous,back_neckline,basic,bottom,chest_contour,chest_volume,closing,composition_detail,cover,cut,elasticated_lining,fabric,finishing,fit,heel_length,hip_contour,hips_volume,leg_height,light,long_cm,neck,neckline,print,rubber_waist,shot,shoulders_pad,size_feature,sizing,sleeve,sleeve_long,sleeve_long_cm,sole_length,style,thicknees,toecap,type_of_length,waist_contour,weather,current_price_eur
00aaabd0-5917-40e5-bc37-ba0096bec3b5,11,top,EMMA&ELLA,T2948,blue_dark,S,two,,false,,46,,without_closing,polyester-100,true,,,"crepe,lining",,straight,,51,,,,61,,v_neckline,smooth,,,,,normal,adjustable_sleeve,fine_strap,,,"boho,classic",,,,49,warm,2590
00b396e5-2d30-44d8-a3d3-c22d479f92b7,13,pantalon,GRETTE HJORT,P3625,black,XXL,"three,two",,,straight_pants,,,elastic_band,polyester-100,,,,crepe,,straight,,65,,,,100,,,floral,true,high,,,normal,,,,,"boho,casual",,,long,43,"warm,warm_season",5290
00bf577e-bd06-43bf-9c49-294e4d6e6d01,13,chaqueta,THIS FILM´S A MUST,K1570,black,XXL,"three,two",,,,58,,zip,"polyester-95,spandex-5",true,,,"lining,synthetic",,straight,,57,,,true,63,,high_neck,floral,,,,,normal,basic_sleeve,long_sleeve,62,,"boho,street",thin,,,56,"cold_season,warm_season",5490
00bfcef2-0883-4352-a7e4-bdb69b09ce0c,11,top,NOOGAT,T2991,mustard,XXXL,"three,two",,false,,56,,without_closing,polyester-100,,,,satin,satiny,straight,,61,,,,74,,v_neckline,floral,,,,,normal,tulip_sleeve,short_sleeve,5,,"boho,classic",,,,56,warm,3490
00c40992-b4c8-4038-8af1-f8df73a8c8a2,13,vestido,MOON MOOD,D3465,black,XL,three,,,,47,,"automatic,without_closing",polyester-100,true,waist_cut,,"chiffon,lining",metallic,loose,,63,,,,90,,"v_neckline,wrap_over_neckline",other,true,,,,normal,"cuffed_sleeve,shirt_sleeve",long_sleeve,61,,"boho,street",,,short,34,"cold_season,warm_season",5190
00cacc6e-c293-4295-ae68-3b7d7ddf75c7,15,denim_jeans,VERO MODA,M1831,blue,XL-30,one,,true,long_pants,,,"fly,front_closure,zip_button","cotton-49,elastane-3,polyester-25,viscose-3",,,,denim,worn_out,tight,,41,,,,98,,,smooth,,medium,,,normal,,,,,"boho,classic",,,long,37,"cold_season,warm_season",3999
00cc5b6d-ad62-47df-b732-aded6c5be0d0,13,blusa_camisa,SOYACONCEPT,S4815,brown_light,XXL,two,,,,54,,without_closing,"polyester-34,viscose-66",,back_yoke_cut,,georgette,,straight,,60,,,,70,mandarinacollar,v_neckline,"horizontal_stripes,vertical_stripes",,,,,normal,"adjustable_sleeve,set_in_sleeve",3_4,41,,"classic,minimal",,,,56,warm_season,4999
00dc2150-5066-4983-a072-a6a4c8333831,12,jersey,TOM TAILOR,J1859,lilac,XXL,"one,two",,true,,48,,without_closing,"cotton-60,viscose-40",,,,jersey,,straight,,49,,,,64,,v_neckline,smooth,,,,,normal,basic_sleeve,long_sleeve,66,,"classic,minimal",,,,47,"cold,cold_season,warm_season",2999
00dd0d8b-48ee-4e69-bcfa-f1db1a12d50b,16,jersey,FREEQUENT,J4858,blue,XL,"three,two",,,,50,,without_closing,"acrylic-40,polyamide-60",,,,knit,ribbed,straight,,42,,,,57,,closed_round_neckline,smooth,,,,,normal,"cuffed_sleeve,puffed_sleeve",long_sleeve,65,,"casual,street",,,,49,"cold_season,warm_season",3995
00e5cc4c-fad1-4482-8196-8134958e682b,11,blusa_camisa,THE BOHCK,S3449,black,XXXL,"three,two",,false,,58,,without_closing,polyester-100,true,,,chiffon,,straight,,63,,,,69,,v_neckline,smooth,,,,,normal,"basic_sleeve,rubber_sleeve",long_sleeve,64,,classic,,,,60,cold_season,4290
00f2618a-3a39-42cb-a321-716f4cf6acfa,15,cardigan,VERO MODA,J4464,black,S,two,,,,59,,"buttons,front_closure",acrylic-100,,,,jersey,ribbed,loose,,49,,,,54,,v_neckline,smooth,,,,,normal,"cuffed_sleeve,down_shoulders",long_sleeve,70,,"casual,classic",,,,55,"cold,cold_season",2999
00fc81ee-8155-455d-a510-145e31b7c062,13,blusa_camisa,B.YOUNG,S4415,blue_light,XL,"three,two",,,,57,,buttoning,cotton-100,,,,popeline,,loose,,63,,,,73,shirt_collar,high_neck,smooth,,,,,big_1,"down_shoulders,shirt_sleeve",long_sleeve,61,,"classic,street",,,,61,"cold_season,warm_season",4995
0101b147-7365-4ff4-a301-2d2187771df2,10,denim_jeans,SOFT REBELS,M862,black,XL,one,,true,long_pants,,,fly,"cotton-71,elastane-2,polyester-25,silk-2",,,,twill,,tight,,46,,,,103,,,smooth,,high,,,normal,,,,,"classic,street",,,long,37,"cold,cold_season",6995
010c3e2a-33b2-4629-91e7-47fcccd5283a,12,top,VILA,C2804,blue_dark,XL,two,,false,,53,,without_closing,"elastomultiester-5,polyester-50,viscose-45",,,,"cotton_tshirt,satin",satiny,straight,,54,,,,61,,closed_round_neckline,smooth,,,,,normal,"japanese_sleeve,sleeve_with_hemmed",short_sleeve,12,,"casual,minimal",,,,52,"warm,warm_season",2499
01147b07-63e9-4a85-8199-8277609b5ba3,11,top,VERO MODA,T2562,ecru,M,two,,false,,56,true,without_closing,viscose-100,,,,thread,plumetis,loose,,62,,,,62,,square_neckline,smooth,,,,,big,shirt_sleeve,3_4,47,,"boho,street",,,,59,"cold_season,warm_season",3699
01249423-eb96-482c-9b0c-9af74b8a00cf,13,cardigan,FRNCH,J3656,ecru,S,"three,two",,,,41,,buttoning,"polyester-28,viscose-72",,,,jersey,"ribbed,touchable",tight,,39,,,,61,,open_round_neckline,smooth,,,,,normal,basic_sleeve,long_sleeve,70,,"classic,minimal",,,,39,"cold_season,warm_season",6500
012d8c67-ba7e-4a61-8202-ff45ccde028b,11,jersey,ESPRIT CASUAL,J2660,blue_light,S,"three,two",,false,,63,,without_closing,"acrylic-42,alpaca_wool-10,polyamide-28,wool-20",,,,jersey,crochet,loose,,60,,,,63,,closed_round_neckline,smooth,,,,,normal,"basic_sleeve,down_shoulders",long_sleeve,66,,"boho,street",,,,61,"cold,cold_season",4999
012f5633-bd46-4488-9bfb-5b5780348395,12,bufanda,SEW,Q567,mustard,UNQ,"three,two",,,,,,without_closing,"acrylic-50,alpaca_wool-4,modal-38,wool-8",,,,thread,touchable,,,,,,,,,,animal_print,,,,medium,,,,,,"boho,street",,,,,"cold,cold_season",2890
014c2628-bae7-4218-80d3-340ed38f85a4,11,blusa_camisa,MY TRUE ME,S3531,grey,XXL,two,,false,,60,,buttons,viscose-100,,back_yoke_cut,,popeline,touchable,straight,,66,,,,71,mandarin_collar,v_neckline,"two_tone,vertical_stripes",,,,,normal,shirt_sleeve,3_4,47,,"casual,classic",,,,61,"cold_season,warm_season",4999
014fab60-f83f-47d7-afee-e3e68b9c2f0d,14,blusa_camisa,STREET ONE,S5097,blue_dark,S,two,,,,52,,without_closing,viscose-100,,back_yoke_cut,,viscose,,straight,,52,,,,70,mandarinacollar,v_neckline,smooth,,,,,normal,"cuffed_sleeve,shirt_sleeve",long_sleeve,62,,"casual,classic,minimal",,,,52,"cold_season,warm_season",2999
0189457b-56cf-4569-bece-e19963924d0f,11,jersey,ONLY,J2619,yellow_light,XS,two,,false,,57,,without_closing,"elastane-3,nylon-4,polyester-93",,,,jersey,marbled,straight,,48,,,,63,,v_neckline,smooth,,,,,big_1,down_shoulders,long_sleeve,59,,"casual,minimal",,,,53,"cold,cold_season",2499
018bd9ac-8882-4650-85d3-2b7256f124b8,13,jumpsuit,ONLY,Y289,white,L,"three,two",,,,50,,without_closing,viscose-100,,waist_cut,,viscose,,straight,,57,,,,87,,v_neckline,tropical,true,high,,,normal,,sleeveless,,,"boho,street",,,long,44,warm,2999
019d6dce-8203-4746-930d-7619a2454882,13,camiseta,IKKS,C3066,white,XS,"three,two",,false,,49,,without_closing,"elastane-5,viscose-95",,,,cotton_tshirt,touchable,straight,,50,,,,63,,v_neckline,smooth,,,,,normal,basic_sleeve,short_sleeve,17,,"boho,street",,,,50,"warm,warm_season",6000
019e7da3-6c00-423d-b2d5-cc685c982479,12,vestido,YCOO,D3273,blue_dark,S,"three,two",,false,,55,,without_closing,polyester-100,true,waist_cut,,synthetic,,straight,,64,,,,91,,v_neckline,floral,true,,,,normal,"basic_sleeve,rubber_sleeve",long_sleeve,61,,"boho,street",,,short,40,cold_season,6990
01a90a9f-301f-40f6-b861-d0c083641eb7,12,botines,WE DO,V222,black,38,,,false,,,,without_closing,,,,,leather,,,3_0,,,,,,,,smooth,,,,,normal,,,,,"classic,minimal",,round,,,"cold,cold_season",9450
01ada0e4-d39d-4759-8fea-1ecc12c7eb6d,12,camiseta,ZE-ZE,C2920,black,XL,"three,two",,,,52,,without_closing,"cotton-95,elastane-5",,,,cotton_tshirt,touchable,straight,,58,,,,67,,round_neckline,horizontal_stripes,,,,,normal,"basic_sleeve,slim_sleeve",long_sleeve,63,,"casual,street",,,,52,"cold_season,warm_season",2998
01af2d42-e8e0-4afc-aa22-50b98f2e6d7b,15,chaqueta,LAURA JO,K433,brown,L,"three,two",,false,,45,,"front_closure,zip","elastane-12,polyester-88",true,yoke_cut,,"faux_leather,lining","waxed,worn_out",straight,,45,,,true,56,notched_collar,high_neck,smooth,,,,,small,basic_sleeve,long_sleeve,60,,"boho,street",medium,,,43,"cold_season,warm_season",7499
01c4b0ce-6eba-4132-b046-173c27fc8239,12,camiseta,MORGAN,C2677,blue_dark,XL,"three,two",,false,,49,,without_closing,"cotton-50,modal-50",,,,cotton_tshirt,touchable,straight,,50,,,,64,,closed_round_neckline,smooth,,,,,normal,basic_sleeve,short_sleeve,15,,"casual,street",,,,45,"warm,warm_season",2500
01c5c1a9-c302-4f59-9881-8a10694d7051,11,bolso,CAHIER DE COLLECTION,B517,blue_dark,UNQ,"three,two",,,,,,zip_button,suede-100,,,,suede,suede,,,,,,,,,,smooth,,,,medium,,,,,,boho,,,,,"cold_season,warm_season",5990
01d1d726-2e4f-4767-86ff-62175f8ab76d,11,blusa_camisa,SAMSOE SAMSOE,S3436,brown_light,XL,"three,two",,false,,62,,buttoning,"elastane-4,viscose-96",,back_yoke_cut,,popeline,touchable,straight,,60,,,,64,shirt_collar,high_neck,animal_print,,,,,normal,"shirt_sleeve,sleeve_with_hemmed",short_sleeve,15,,"classic,street",,,,61,"warm,warm_season",7900
01d4f652-6f28-45cf-a5a5-ac6d73221a2e,13,cardigan,HAILYS,J3286,fuchsia,L,"three,two",,,,71,,without_closing,polyacrylic-100,,,,jersey,ribbed,loose,,69,,,,94,,,smooth,,,,,big_1,"basic_sleeve,cuffed_sleeve,down_shoulders",long_sleeve,61,,"boho,minimal",,,,68,"cold,cold_season",3499
01f1d2bc-17e0-4880-8c41-ff27b427874e,11,top,CARMAKOMA,T2574,black,X4XL,"three,two",,false,,64,,without_closing,polyester-100,,,,satin,satiny,straight,,,,,,74,,v_neckline,smooth,,,,,normal,,fine_strap,,,"night,street",,,,60,"warm,warm_season",2999
01f66a04-a2ea-4824-9e9c-f4bd2ab6423c,15,top,THE BOHCK,T4044,black,XXL,two,,,,57,,without_closing,"elastane-5,polyester-95",false,,true,"chiffon,lining",,straight,,61,,,,66,,v_neckline,smooth,,,,,normal,,fine_strap,,,"casual,classic",,,,59,"warm,warm_season",3999
020b46d1-5bf7-4176-bf43-f760c101dee3,11,blusa_camisa,A/1 wardrobe,S3451,white,XXXL,two,,false,,63,,buttoning,polyester-100,,back_yoke_cut,,satin,satiny,straight,,64,,,,77,,v_neckline,smooth,,,,,big_1,"cuffed_sleeve,shirt_sleeve",long_sleeve,63,,"classic,minimal",,,,63,cold_season,4490
020bf9fe-d4db-4396-9312-92fffd7a4237,12,blusa_camisa,WANTIT,S4236,blue_dark,XL,"three,two",,,,49,,buttoning,polyester-100,,back_yoke_cut,,synthetic,,straight,,55,,,,64,shirt_collar,high_neck,floral,,,,,normal,shirt_sleeve,long_sleeve,62,,"classic,street",,,,50,"cold_season,warm_season",3590
02119a94-ae65-48cc-b78a-7c14da9d9fcd,13,camiseta,FREEQUENT,C3077,blue_dark,L,one,,true,,52,,without_closing,"modal-60,polyester-40",,,,cotton_tshirt,,straight,,52,,,,70,,v_neckline,smooth,,,,,normal,basic_sleeve,short_sleeve,24,,"classic,minimal",,,,50,"warm,warm_season",2995
02141f35-95cc-4969-9c62-8f620b848b6e,9,short,DEELUXE,P1975,khaki,M,two,,false,,,,without_closing,viscose-100,,,,viscose,,straight,,53,,,,38,,,smooth,true,high,,,normal,,,,,"casual,minimal",,,short,38,warm,2600
021a4bc6-9f15-4b79-8b6e-d8c4bb61490a,13,bolso,CAHIER DE COLLECTION,B521,khaki,UNQ,"three,two",,,,,,"automatic,zip",suede-100,,,,suede,suede,,,,,,,,,,smooth,,,,little,,,,,,"boho,street",,,,,"cold_season,warm_season",4890
021cdba1-43d3-4d9b-a86d-c03bf5b18bc6,12,denim_jeans,SOYACONCEPT,M1244,beige,XS,two,,true,long_pants,,,zip_button,"cotton-62,elastane-6,polyester-32",,,,,touchable,tight,,41,,,,89,,,smooth,,medium,,,normal,,,,,"casual,classic",,,long,38,"warm,warm_season",5999
022da41f-2e17-4ec9-8764-fa16582ecaa1,11,short,VERO MODA,P3115,black,XXXL,"three,two",,false,,,,fly,tencel-100,,,,twill,touchable,straight,,61,,,,43,,,smooth,,high,,,normal,,,,,"casual,street",,,short,43,warm,2999
0236cb26-2437-4a89-96d6-ec9a972af7db,12,chaqueta,ESCANDELLE,K1532,black,XL,"three,two",,,,50,,zip,"polyurethane-57,viscose-43",true,contour_darts,,leather,,straight,,50,,,,58,notched_collar,v_neckline,smooth,,,,,normal,basic_sleeve,long_sleeve,61,,"classic,street",medium,,,46,,6890
02370547-9d3f-4913-85af-7fe54ed21741,12,blusa_camisa,WANTIT,S4304,pink,L,"three,two",,,,50,,buttoning,polyester-100,,back_yoke_cut,,synthetic,,straight,,51,,,,63,shirt_collar,high_neck,floral,,,,,normal,shirt_sleeve,long_sleeve,61,,"boho,street",,,,50,"warm,warm_season",3390
023d971f-ecea-444a-98d6-db35814ff4ec,11,top,CERISE BLUE,T2883,blue,M,"three,two",,false,,47,,without_closing,cotton-100,,,,popeline,,straight,,51,,,,62,,v_neckline,floral,,,,,normal,,sleeveless,,,boho,,,,47,warm,3090
024df788-cec4-4c51-83f0-233d43e6e9c4,12,pantalon,CARMAKOMA,P3299,camel,X4XL,two,,true,long_pants,,,zip_button,"elastane-7,polyester-72,viscose-21",,,,ponteroma,,straight,,59,,,,107,,,smooth,,medium,,,normal,,,,,"classic,minimal",,,long,48,"cold,cold_season",4999
024edca1-f363-48fa-a50e-b15d257195aa,13,top,MORGAN,T3596,red,L,"three,two",,,,44,,without_closing,"modal-70,polyester-30",,,,cotton_tshirt,touchable,straight,,47,,,,60,,v_neckline,smooth,,,,,normal,,"fine_strap,sleeveless",,,"classic,minimal",,,,40,"warm,warm_season",2500
02509271-d549-4ba3-915a-731bbfac650d,11,denim_jeans,ONLY,M983,khaki,L,"three,two",,false,straight_pants,,,fly,"cotton-66,elastane-3,polyester-31",,,,twill,,tight,,46,,,,89,,,smooth,,medium,,,normal,,,,,street,,,long,36,"cold_season,warm_season",4999
02612249-a449-44ee-8df3-ce961c1420a3,11,camiseta,MKT STUDIO,C2611,white,XL,two,,false,,52,,without_closing,cotton-100,,,,cotton_tshirt,worn_out,loose,,53,,,,60,,closed_round_neckline,smooth,,,,,normal,,sleeveless,,,"casual,street",,,,50,"warm,warm_season",4590
02792c39-fb0a-4262-9bb5-59af80fea3f3,13,blusa_camisa,NUDE ATELIER,S4509,rust,XL,"three,two",,,,60,,buttoning,modal-100,,,,batiste,touchable,straight,,62,,,,74,mandarin_collar,v_neckline,"floral,two_tone",,,,,normal,"lacing_sleeve,shirt_sleeve",3_4,48,,"boho,classic",,,,59,"cold_season,warm_season",4890
027a4b5e-7169-449d-981e-54f5548da7e5,9,jumpsuit,FREEQUENT,Y183,blue_dark,S,three,,false,long_pants,51,,keyhole_button,"modal-60,polyester-40",,waist_cut,,knit,touchable,loose,,56,,,,155,,v_neckline,smooth,true,high,,,normal,japanese_sleeve,short_sleeve,16,,street,,,long,40,"warm,warm_season",6995
027b3050-7b81-4632-84f5-1cb2fa8c5081,12,denim_jeans,ONLY,M1298,blue_dark,XL-32,"three,two",,false,straight_pants,,,"fly,front_closure,zip_button","cotton-94,elastane-2,polyester-4",,,,denim,"ripped,worn_out",tight,,39,,,,95,,,smooth,,high,,,small_1,,,,,"casual,street",,,long,32,"cold,cold_season",3999
027e3548-0c3f-47a6-b0e3-96aef48b3b99,12,blusa_camisa,GRACE&MILA,S4138,black,M,"three,two",,,,51,,buttoning,polyester-100,,,,chiffon,transparent,straight,,57,,,,61,shirt_collar,high_neck,bodoque,,,,,normal,puffed_sleeve,at_the_elbow,35,,"night,street",,,,53,"cold,cold_season",4900
02852a85-601a-403e-b3f2-75a745107199,15,top,TOM TAILOR,T4136,green_light,M,three,,,,53,,without_closing,viscose-100,,back_yoke_cut,,viscose,,straight,,54,,,,69,,v_neckline,"animal_print,two_tone",,,,,big,,sleeveless,,,"boho,street",,,,54,"warm,warm_season",3599
028932fa-f74a-4567-b08f-3b8943cba05f,9,jumpsuit,VILA,Y169,blue_dark,XS,"three,two",,false,long_pants,47,,"invisible_zip,keyhole_button",polyester-100,,waist_cut,,artificial,,straight,,52,,,,140,,v_neckline,smooth,,high,,,normal,basic_sleeve,short_sleeve,16,,minimal,,,long,42,"warm,warm_season",4499
02897f2e-8313-410a-be2c-cd8c5b7369c0,13,pantalon,FREEMAN T.PORTER,P3434,garnet,S,"three,two",,,long_pants,,,fly,"elastane-4,polyester-52,viscose-44",,,,jacquard,,straight,,49,,,,90,,,geometric,,medium,,,normal,,,,,"classic,street",,,long,38,"cold_season,warm_season",9995
028f406e-3a7a-4b2e-807b-631940111708,11,top,NAF NAF,T2548,red,XL,"three,two",,false,,49,,without_closing,viscose-100,,,,"cotton_tshirt,crepe",touchable,straight,,51,,,,62,,v_neckline,smooth,,,,,normal,basic_sleeve,short_sleeve,6,,classic,,,,50,"warm,warm_season",2990
0294beed-2897-4b42-9742-5ea8b03ffc8e,13,camiseta,STREET ONE,C2956,black,XS,one,,true,,47,,without_closing,"cotton-50,modal-50",,,,cotton_tshirt,,straight,,46,,,,64,,boat_neckline,smooth,,,,,normal,basic_sleeve,long_sleeve,62,,"casual,classic",,,,44,"cold,cold_season",2599
0299780e-507e-4f19-bfd3-2a4ce200eb21,11,top,VERO MODA,T2751,ecru,XS,"three,two",,false,,47,,buttons,viscose-100,,peplum,,crepe,,straight,,81,,,,67,,v_neckline,smooth,,,,,normal,,fine_strap,,,"boho,street",,,,50,warm,2499
02bc83ff-2e18-4b69-8231-d9357821bb2e,14,jumpsuit,CERISE BLUE,Y310,blue_light,L,"three,two",,,,46,,elastic_band,polyester-100,,back_yoke_cut,,crepe,,straight,,51,,,,80,shirt_collar,high_neck,"polka_dot,two_tone",true,high,,,normal,"down_shoulders,tulip_sleeve",short_sleeve,14,,"boho,casual",,,mini,35,"warm,warm_season",5090
02cd84a0-3f95-438e-aeb1-583da1d554f8,12,jersey,MARIE SIXTINE,J3182,black,M,"three,two",,,,58,,without_closing,"mohair-30,nylon-40,wool-30",,,,jersey,,straight,,55,,,,63,,closed_round_neckline,smooth,,,,,normal,"basic_sleeve,raglan_sleeve",long_sleeve,63,,"boho,street",,,,57,"cold,cold_season",12500
